TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-02 14:36:43,1777732603217,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,,h665b-1777732603217-f542134571b1,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,production,,,function,/api/auth/[...all],availability-tracker.vercel.app,,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,8,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXKCH69EVJH7E8B8VE1AH,6xiwjGKJrf8c,1,,
2026-05-02 14:36:42,1777732602957,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,,qsx2x-1777732602957-38589dceac76,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,production,,,function,/api/auth/[...all],availability-tracker.vercel.app,,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,8,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXK423AMVCDBJ9J8W0ERE,6xiwjGKJrf8c,1,,
2026-05-02 14:36:40,1777732600955,availability-tracker.vercel.app/,GET,_rsc=nn07o,200,cn2jg-1777732600955-0dffe3fcbfa3,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,HIT,static,/index.segments/_index.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,7,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:40,1777732600955,availability-tracker.vercel.app/,GET,_rsc=ivliq,200,5qqm9-1777732600955-e80a80518d5b,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,HIT,static,/index.segments/__PAGE__.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,9,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:40,1777732600839,availability-tracker.vercel.app/,GET,_rsc=1r34m,304,zcprx-1777732600839-f2eeb412b09e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,HIT,static,/index.segments/_tree.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,9,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:40,1777732600839,availability-tracker.vercel.app/api/schedule-config,GET,,200,z5x7p-1777732600839-d59f8f62695f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,572,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXH1W6YQK5FFA05D46JPK,6xiwjGKJrf8c,1,,
2026-05-02 14:36:40,1777732600834,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,,jwr7f-1777732600834-1fdd42207007,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,,,function,/api/auth/[...all],availability-tracker.vercel.app,,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,9,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXH1R5RDG9QEEQ968PQ3Y,tbmrZXTpyfMe,1,,
2026-05-02 14:36:39,1777732599510,availability-tracker.vercel.app/,GET,,200,vwkn6-1777732599510-ff26fa452cf1,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,HIT,static,/,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,16,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:36,1777732596637,availability-tracker.vercel.app/,GET,_rsc=1r34m,200,txtvt-1777732596637-c8c80279a06b,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,HIT,static,/index.segments/_tree.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,8,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:36,1777732596637,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,cn2jg-1777732596637-c69d3a71db1e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,9,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXCYN9EXTNME960JZK2NS,6xiwjGKJrf8c,1,,
2026-05-02 14:36:36,1777732596637,availability-tracker.vercel.app/api/schedule-config,GET,,200,5qqm9-1777732596637-3dd9a26b7c25,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,495,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHXCYK9RB6A52296QWVJCR,tbmrZXTpyfMe,1,,
2026-05-02 14:36:32,1777732592844,availability-tracker.vercel.app/api/schedule-config,GET,,200,nx4lm-1777732592844-e257ff8ac117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,762,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHX935XYJQDJX94CKGDCG1,tbmrZXTpyfMe,2,,
2026-05-02 14:36:32,1777732592677,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,c7qbz-1777732592677-3c2d57db92b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1262,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHX935XYJQDJX94CKGDCG1,tbmrZXTpyfMe,2,,
2026-05-02 14:36:30,1777732590016,availability-tracker.vercel.app/admin,GET,,200,trhxf-1777732590016-41572ef158fa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/admin,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1900,iad1,313,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHX6FPXAKVJ81EYHXEKCVV,ArI75kCJQ4TC,1,,
2026-05-02 14:36:21,1777732581836,availability-tracker.vercel.app/api/availability,GET,email=m.mahmoud2291%40nu.edu.eg,200,zg8n6-1777732581836-0e385403b9b9,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/availability,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1195,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWYG14KGM40HMKGSVZFVA,tbmrZXTpyfMe,1,,
2026-05-02 14:36:21,1777732581119,availability-tracker.vercel.app/api/schedule-config,GET,,200,g8bl9-1777732581119-bcb3774ee7ff,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,495,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWXSMBRB5CY0SPCP5YFB0,tbmrZXTpyfMe,1,,
2026-05-02 14:36:19,1777732579561,availability-tracker.vercel.app/api/availability,POST,,200,fjgqw-1777732579561-514b56c73998,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/availability,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1337,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWW8Z7XMVDWPGD5RFZXBK,tbmrZXTpyfMe,1,,
2026-05-02 14:36:17,1777732577001,availability-tracker.vercel.app/,GET,_rsc=941a9,304,f8tbl-1777732577001-edba7679a0eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,HIT,static,/index.segments/__PAGE__.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,5,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:17,1777732577001,availability-tracker.vercel.app/,GET,_rsc=444lg,304,9sslr-1777732577001-7704679412f6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,HIT,static,/index.segments/_index.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,7,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:17,1777732577000,availability-tracker.vercel.app/,GET,_rsc=m0mb1,304,9v842-1777732577000-f83c98e0e675,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,HIT,static,/index.segments/_head.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,47,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:16,1777732576887,availability-tracker.vercel.app/,GET,_rsc=17qrm,304,f8tbl-1777732576887-8e856b81431d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,8,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:36:16,1777732576855,availability-tracker.vercel.app/api/schedule-config,GET,,200,jr554-1777732576855-5b79bf05ad88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,807,iad1,311,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWSGVZ6FZ1W0S20JRBMFM,tbmrZXTpyfMe,2,,
2026-05-02 14:36:16,1777732576736,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,sstzb-1777732576736-c9c6ae799200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1261,iad1,311,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWSGVZ6FZ1W0S20JRBMFM,tbmrZXTpyfMe,2,,
2026-05-02 14:36:14,1777732574156,availability-tracker.vercel.app/admin,GET,,200,4c74j-1777732574156-43b1db636e46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/admin,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1914,iad1,313,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWQ0BEGDEKAQXXY3ZCC73,ArI75kCJQ4TC,1,,
2026-05-02 14:36:02,1777732562171,availability-tracker.vercel.app/api/availability,GET,email=m.mahmoud2291%40nu.edu.eg,200,kzfdc-1777732562171-09c1492ff9a1,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/availability,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1194,iad1,311,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWB9JT0VQTRRBKST5ZMCW,tbmrZXTpyfMe,1,,
2026-05-02 14:36:01,1777732561390,availability-tracker.vercel.app/api/schedule-config,GET,,200,7fvdz-1777732561390-15a9ed9bb899,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,497,iad1,311,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHWAHFB7YH9MYEVF514M55,tbmrZXTpyfMe,1,,
2026-05-02 14:35:50,1777732550067,availability-tracker.vercel.app/,GET,_rsc=444lg,304,ckrwz-1777732550067-67af0b12b0de,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_index.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,9,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:50,1777732550067,availability-tracker.vercel.app/,GET,_rsc=m0mb1,304,9xldl-1777732550067-4733d6180899,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_head.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,7,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:50,1777732550067,availability-tracker.vercel.app/,GET,_rsc=941a9,304,7tbjh-1777732550067-d56c2205521a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/__PAGE__.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,10,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:49,1777732549842,availability-tracker.vercel.app/,GET,_rsc=17qrm,304,fdmwb-1777732549842-78c06cf62f3f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,8,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:49,1777732549841,availability-tracker.vercel.app/api/schedule-config,GET,,200,9rtpk-1777732549841-b3d6921c952d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,497,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVZ85GG9EBN0BDABR8205,6xiwjGKJrf8c,1,,
2026-05-02 14:35:49,1777732549840,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,ff48v-1777732549840-4d813dd703b2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,787,iad1,311,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVZ88TCDNEMGQ5457TKWV,tbmrZXTpyfMe,1,,
2026-05-02 14:35:47,1777732547554,availability-tracker.vercel.app/,GET,_rsc=m0mb1,200,9rtpk-1777732547554-6e103499fd4f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_head.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,16,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:47,1777732547554,availability-tracker.vercel.app/,GET,_rsc=941a9,200,4mq89-1777732547554-1ec68636783b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/__PAGE__.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,12,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:47,1777732547554,availability-tracker.vercel.app/,GET,_rsc=444lg,200,4jhz5-1777732547554-8bfcee236982,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_index.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,13,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:47,1777732547530,availability-tracker.vercel.app/admin,GET,,200,tf2bt-1777732547530-fdc13f6e7e60,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/admin,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1806,iad1,312,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVX01EAR70QGDEY6PGC5K,ArI75kCJQ4TC,1,,
2026-05-02 14:35:46,1777732546307,availability-tracker.vercel.app/,GET,_rsc=17qrm,200,589zm-1777732546307-0568b08584f2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,13,fra1,,,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,,,,,
2026-05-02 14:35:46,1777732546288,availability-tracker.vercel.app/api/schedule-config,GET,,200,4jhz5-1777732546288-f249c7fa9137,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/api/schedule-config,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,844,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVVP4CPFW81WX0XJB5MDK,6xiwjGKJrf8c,2,,
2026-05-02 14:35:46,1777732546190,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,9xldl-1777732546190-aa77d97c1c89,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1277,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVVP4CPFW81WX0XJB5MDK,6xiwjGKJrf8c,2,,
2026-05-02 14:35:45,1777732545710,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,xpmt2-1777732545710-2b0ece597f8a,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.99 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,43,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVV73MDVB5TBE2PNDPJ1E,6xiwjGKJrf8c,1,,
2026-05-02 14:35:45,1777732545420,availability-tracker.vercel.app/api/auth/get-session,GET,nxtPall=get-session,200,t7bxg-1777732545420-76f4188d803a,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.99 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api/auth/[...all],availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,10,iad1,309,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVTY2F474G7D97EG3YMAB,6xiwjGKJrf8c,1,,
2026-05-02 14:35:41,1777732541776,availability-tracker.vercel.app/admin,GET,,200,4jhz5-1777732541776-f77fcbffb497,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/admin,availability-tracker.vercel.app,availability-tracker-jkuvzrguc-hossinys-projects-a2579fd8.vercel.app,dpl_2B9DmnHas5YtqwmLvBQtxCbz7Mf5,1882,iad1,310,2048,,prj_JqH0jrwZvJZgfHAZYNR5ipVPUnAu,,,01KQMHVQCC93XZYTQCPDYDV6PV,ArI75kCJQ4TC,1,,
